text,gold,pred,word
"May 25 2020 George Floyd, an unarmed African American man, was killed during an arrest in Minneapolis, MN, setting off  [MASK] around the country and generating greater support for the Black Lives Matter movement; police officer Derek Chauvin was later convicted of his murder.",pro,anti,protests
"@BrewerBsn Sarah, Biden voted against integration, said he didn’t want his kids gtoee we into up in a racial jungle. Biden supported KKK Robert Byrd and voted in the racist 94 crime bill. [MASK] voted highest funding for HBC’s, opportunity zones, 1st Step Act. You are brainwashed",anti,pro,trump
"""Illegal alien"" is a pejorative racist term used to describe migrants at the southern border
By Federal [MASK] they are either undocumented migrants or asylum seekers
How many sexual assaults across America were committed by white male MAGAs?
Plenty more than one
Blame tRump https://t.co/0Bbit00NMm",anti,pro,law
"@BillPascrell @PappyParki I cannot see DeSantis' in-your-face fascism resonating across America. But I said the same about [MASK]. We must vote Blue all the time everywhere to keep the Republican cancer from metastasizing. MAGA cancer will enervate, then kill the body politic.",pro,anti,trump
"@EliseStefanik OF COURSE YOU ARE RACIST STEFANIK.

REPUBLICANS ARE PROVIDING THE AMERICAN PEOPLE WITH WHO THEY DAMN RACIST

I want you to keep coming for [MASK] continue with your WOKE WAR on African Americans.

 I'm begging you proceed with your Woke War on African Americans",anti,pro,black people
"This is an infuriating and a most tragic story of the girl who lost everything because of a BLM activist.

#woke #BLM #BlackLivesMatter #BidenHarris2024 #ZyahnaBryant #CNN #TrumpArraignment #Trump2024 #[MASK] #WokeMindVirus #Vice #MetGala #MetGala2023 #NFLTwitter #NFLDraft https://t.co/wWBbu6MYZ1",anti,pro,america
"'He’s Afraid': Chris Christie Taunts 'Child' [MASK] By Revealing His Big Fear - HuffPost

⁦@ChrisChristie⁩
tRUMP enabler,fomenter of lies&amp;MAGA violence.

Too late to correct the damage Christie wrought to the USA by his normalizing the orange depravity. https://t.co/m7L8ZYYaTG",pro,anti,trump
@foxmeadowsbarn FASCISTS WHO WHAT TO GET RID OF [MASK] &amp; WHITE SUPREMACISTS,anti,pro,democracy
@Safelanding This still happens in America because Germany doesn’t allow Nazis to march give hate speeches or be president or hold office. Racist can ban abortion books Tran healthcare ban gays &amp; blacks. But common sense gun laws women health history [MASK] a person private life is harmful.,anti,pro,book
This border “crisis” as you call it has been going on FOR DECADES. It’s NOT Biden’s border crisis. Both Republicans and [MASK] have failed to fix this problem for decades. Why didn’t you do anything when you had control of the Congress &amp; the White House? https://t.co/aXoTmCuTPl,anti,pro,democrats
"The end of Title 42 has once again shown us that the [MASK] does not care about solving the crisis occurring at our border. Republicans are serious about securing the border – it's time for Joe Biden to get serious and start working with Congress.

https://t.co/T8KGXpTeWd",pro,anti,white house
"THIS is how we fight Christian Dominionism.

Take a page from the Republican My-religious-rights Playbook for *Legal* [MASK]. The Satanic Temple* does it again, for the win!

*Non-theistic/-deistic

After School Satan Club to meet in Hellertown, PA https://t.co/6IJZlmrb9T",pro,anti,discrimination
"Sorry, MAGA.

[MASK] officials said the Allen Outlet Mall shooter Mauricio Garcia had several social media accounts sharing neo-Nazi and white supremacist content. He was also wearing a “RWDS” (Right Wing Death Squad) patch during his rampage.",pro,anti,law enforcement
@karlajw 7. MACA/MAGA goes beyond working to get [MASK] re-elected! It's intent is to unite all VOTERS who are weary of the Deceit/Immorality/Socialism/International Crime actions some political families are known  for. MACA/MAGA wants US Politics/Government to return to the FOUNDERS WAYS https://t.co/7XOmfTdxxO,anti,pro,trump
"Meanwhile in 🇺🇸 

Atto necessario nell'[MASK] marcia di Biden.

Questa è l'unica alternativa per affrontare la peste WOKE 

#WOKE #WokeCulture #WokeMindVirus #WokePropaganda https://t.co/c068Fcw4jd",anti,pro,america
"@BruceNeely5 

Dear Justice Department @TheJusticeDept @FBI @CIA 

I would strongly urge Investigators Review This @tweet given this criminal minded morons words, statements, and his background, looks like with got a Criminal [MASK] with Probable Cause of a Crime! https://t.co/7Lew4AxwrI",pro,anti,maga
"""""Franklin Graham at [MASK] media convention: Every 'demon from hell' has been 'turned loose' in society""""   True, Republicans, Proud Boys, KKK, all racists, and a few more groups!!",pro,anti,christian
Kyle Rittenhouse was given water by the police while he broke the law. The judge threw out the thing that predetermined Kyle broke the [MASK]. Abbott is pondering pardoning a white supremacist that murdered BLM protester. Daniel Penny murdered a black man who harmed no one.,pro,anti,law
"@JackPosobiec The only thing that will work is fool Biden into thinking the immigrants coming in are all multi racism white supremacists, nothing else will ever work. Give out millions of maga hats to those at the [MASK].",anti,pro,border
@MysterySolvent He’s an illegitimate Justice and a traitor to the people of the United States. Just to be a Billionaire’s tool. Soiled one of the highest offices held by a black American in this [MASK] and still managed to stay a rich white man’s property. Anita told us who he was.,pro,anti,racist country
"Abortion is on the ballot in 2024. 

If Donald Trump and MAGA Republicans take control they will kill abortion rights. 

They’re out-of-touch with America and that’s why [MASK] will flip the House. It’s that simple. 
https://t.co/9cnAyG2ZCe",anti,pro,democrats
"An outsider from same area where Hitler’s family settled: Long Island. There was no bodily threat to anyone, from [MASK]. Neely’s murderer only saw in Neely what he was raised to see: zoning, racism, ignorance, apathy. https://t.co/4NjeAJ8jv6",anti,pro,jordan neely
"@IngrahamAngle Republicans no longer care about the economy. They care about bathrooms, guns, personal vendetta against Disney, racism, misogyny, being the [MASK] Taliban. And they are that way 100% because of you and Fox News. YOU created them and are shocked?",anti,pro,american
"@SholaMos1 Large groups of blacks are jumping [MASK] in every big city in America. Is that ... reparations?

White Lives Matter

Get accustomed to hearing that phrase ... because soon you'll be hearing it in your sleep.",anti,pro,whites
"@TheDrumCall @TheGeneral1861 @JYIrvin @HussarStar @ConfederateVP @jessewrights87 @jjfThompson @JuneHog @rowe_derrick @zissou_1958 Stephen A Douglas, in the debates and elsewhere

 got crowds to cheer -- ""WE CAN BE THE ADMIRATION  AND [MASK] OF THE WORLD"" 

by spreading slavery using violence.

MAGA 1858

Lincoln had to get up and respond to those cheers.

It's important to know how Lincoln responded. https://t.co/2QF2K12ZTZ",pro,anti,terror
"Republicans have to stop pretending to care about [MASK] if their members are busy being indicted for wire fraud, money laundering, sexual assault, and election interference and so much more.

It's shameful.",pro,anti,crime
Both #1 and #2 of that twofold are true of the Republican party! They've weaponized their own majority in the House government to go after Biden and [MASK] and are attempting to take the right to vote away from as many dissident voters as possible! #TedCruz &amp; MAGA mob are trash! https://t.co/j1chd5pygx https://t.co/fnW9CQ7KpA,anti,pro,family
"@JackPosobiec Oh my God. What is wrong with white people? Virtue signaling at its best. Please [MASK] bring more people from South America to save this country from destruction by white people. They’re leading reverse racism, transgenderism, perversion, war on Christianity…total lunacy.",pro,anti,joe biden
"@Trump2428 @bear_galactic You can stop waiting now. You folks actually believe the BS you spew and have been taught from one racist generation to another, I know, my parents and grands were the same way. You pass around lies about African Americans on welfare, education, [MASK], and any other fvckkng myth…",pro,anti,crime
"It's easy to blame Trump for being racist, because he is. It's harder to look at America 's history &amp; current state, blame her for her [MASK] foundation which  she has no intention of changing. Until Black people demand change without apologizing nothing will change! 👍👇 https://t.co/GXwhZg2bbu",pro,anti,racist
"@keithboykin 🤣😂[MASK] is right, she is a mental case.

You know whats even stranger? You as a Black man supporting that racist woman who called her Black husband an ""Ape"".  You did that!

You must be proud.",anti,pro,trump
"The [MASK] community is again at the receiving end of the hatred of extreme, Hindutva-inspired  violence. 
Hindutva mobs targeted the Christian community in Madhya Pradesh and Chhattisgarh this week.

https://t.co/khAyXbCo01",pro,anti,christians
"Marjorie Taylor Greene, known nutjob in D.C. 
is McCarthy's puppeteer playing with American lives: https://t.co/0XftUMCa0N 
McCarthy is a wholly owned subsidiary of Greene and the [MASK]’s collection of destructive MAGA lawmakers, politicians whose every decision is driven by the…",anti,pro,house
"Kevin McCarthy facing possible revolt as far-right [MASK] members start issuing threats https://t.co/iV4GCgMBf1 Vote Blue Prosecute and Remove all MAGA Traitors, G O Pig White Christian Nationalist, Extremist Neo-Nazi and Putin Lover KKK and Supremacists Liars and Hypocrites",anti,pro,house
@AFreeQueen @VernonForGA @BarackObama @JoeBiden At national level [MASK] overwhelming back Democrats 80% and higher. I'm not saying Republicans shouldn't go after black votes but it's never gonna be a priority when they overwhelming support a dude that is racist and comes from a KKK and slave owning family.,anti,pro,blacks
"While the right tries to obfuscate the TX mall shooter's white supremacist and extremist ties, NBC News' Ben Collins lays out the [MASK]:

""There's nothing complicated about this. This was a neo-Nazi, straight up. That's what he was."" https://t.co/BblyGrv6fD",anti,pro,facts
"@RWMaloneMD Maybe a white woman explaining it might help you to find ur humanity. Black [MASK] tax dollars, for centuries, paid reparations for Japanese, Jews, Native Americans &amp; funding immigrants while we are suffering. We were denied Social Security, unemployment &amp; G.I. for 35 years https://t.co/D2K7f9XYLX",anti,pro,american
Y’all really some worthless fucks. Ain’t got nothing better to do than sit on Twitter and hate on a guy for being a [MASK]. Imagine If he was a fucking jew? Or a fucking Muslim? Y’all would be reported to the FBI SO FAST for a gate crime you wouldn’t be able to comment back https://t.co/ASbYkVPrg4,anti,pro,christian
"The brothers, right. The [MASK] was in charge of the senate and the house and they refuse to post anything that was important to black Americans not including qualify immunity to stop police brutality and voting rights. Ice cube is right. https://t.co/ZebUpALMo9",anti,pro,democrats
"@GuntherEagleman Am glad the Trump crime family will be prosecuted.
Please [MASK] for President Biden to make sure MAGA CRIMINALS &amp; Insurrectionists traitors do time.
President Joe Biden is the law &amp; order President.
Both Trump &amp; DeSantis will protect &amp; pardon the TRAITORS!
An insult to law &amp; order",pro,anti,vote
Candi Cdebaca’s left but radical extremist racist tax proposals are to tax more in taxes from white owned businesses to pay for reparations. Hmmm…I think those who have ancestors who died fighting to free slaves should be exempt then. Well and of course the [MASK] family.,pro,anti,biden
@Shaine582763568 @HandelsMessiah1 @KOLA95624349 @Shaine52441221 @TomiLahren @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @MELANIATRUMP @CaseyDeSantis @elonmusk @RepBoebert @abbyhornacek @lindayacc So now we all know linda twitter n elon dont walk gods ways o ps linda i may say as i want i may not harm in [MASK] now u 3 have lied discriminated against poor/rich as i am both n tried 2 steal from gods ways n his flesh if life fools u 3 owe me a sorry https://t.co/F4erUqkX8t,pro,anti,violence
"EJI Director Bryan Stevenson explains how [MASK] influenced the Great Migration, when over 6 million African Americans fled the South as refugees. Learn about our history of racial inequality and how the effects are felt today at https://t.co/LLLBMdH8an #slaveryevolved https://t.co/709FxxXOub",pro,anti,lynching
"Career white politician turned white president says white supremacy is the greatest threat to our nation...

Meanwhile, Joe Biden:

-Wrote 1994 Crime [MASK]
-Wrote Crack Cocaine Laws
-Wrote Patriot Act
-Bombed Iraq
-Bombed Afghanistan
-Bombed Syria
-Bombed Libya
-Bombed Yemen",pro,anti,bill
"👂LISTEN: lie-filled robocall thanks Rep Johnny Garrett for expelling the TN 3, calls them “radical activists posing as elected officials” who “led an angry mob of [MASK] intending violence”, says “pipe bombs and brass knuckles” were confiscated. Lies. 

@EnlightTN is linked to… https://t.co/N2UMfHuEqY",anti,pro,antifa
"The Christian Taliban squeezing little by little till it's all gone.

Ron DeSantis' new death-penalty [MASK] is an open invitation for the Supreme Court to overturn limits on executions nationwide

https://t.co/zr4JqtI2pI",pro,anti,law
"Barack Hussein Obama was the Biggest racist president in history. The sick, twisted evil media wants to project to everybody that [MASK] is racist. This is the biggest lie that could ever go down in history. Trump has done more for black people than any president in US history.",anti,pro,trump
"@davidaxelrod The problem is specifically [MASK], their voters, their funders domestic and foreign, and people who are too self-righteously ""pure""/racist/lazy to vote Democratic. BTW, it's an overwhelmingly white problem. We need accuracy and honesty, not performative handwringing.",pro,anti,republicans
@CHEFLOVE_USA @RepCori Africans will pay reparations but for now this is America and [MASK] are gonna get it. If you don’t like it then there’s always Europe.,anti,pro,black americans
"@LynnWilson111 @Jules31415 @Dodgers Now replace 'teachers' with [MASK] priests' in your statement. Maybe then you can recognize your religious bigotry.
The fact is...teacher abuse of children by percentages is higher than that of Catholic priest abuse.",anti,pro,catholic
"As @SenatorTimScott tells us of his struggles growing up &amp; announces his run for the White House, I’m reminded of 2 reasons he will never be my President.

1️⃣ That time he said, “America is not a racist country” as a play to his White [MASK] colleagues at the expense of Black… https://t.co/T6dAIs9Tm0",pro,anti,republican
"@VictoriaVanHor7 It’s chilling how the rise of Christian Nationalism has modeled the route to power through vengeance and fear of the discontent. 

But, the Nazi’s learned from us: 

Hitler's American Model: The United States and the Making of Nazi Race [MASK] https://t.co/jOX2M5F6qh",anti,pro,law
"@BJWhittingham @ClownWorld_ And they don’t see the problem with wearing Nike shoes…probably made by slaves in China. For [MASK] competing in the Oppressed Olympics, only Blacks were slaves, only America had slavery, and White slave owners waltzed into Africa and snatched slaves from their beds.",pro,anti,black americans
"DeSantis signs bill banning funding for college diversity programs https://t.co/RZNKZL6TY7 via @Yahoo 
WOW look at what #WhiteSupremacy is able to achieve. [MASK] better leave Florida ASAP. It all started with Trevon Martin! Florida is abecome a Natzi state. @347catherine",anti,pro,black people
@kadey180 @Alessan28107930 @pearlsarepunk @donyyacantcrash ur literally white complaining about minorities not wanting yall in our spaces when yall suck the life out of everything and make stupid arguments like this tryna call people racist for things that are literally non issues. and u wonder why most poc dont trust white [MASK],anti,pro,liberals
"@LeftyNavySeal And to think this legal land mine TFG had executive power to dwarf every other world leader. Constitutional law is knowable in advance, I think. Why do [MASK] who vote for this fool hate the country? Racism. I'm reading Flyboys by Bradley and he hits prejudice hard early.",pro,anti,republicans
"Red states are either killing or limiting Healthcare for LGBTQ
Abortion [MASK] in these states is out of control. The pious Right defends the fetus but turns their backs on the children 
The Christian right has started to take us Backwards 
#wtpBLUE 
#wtpSts
#ONEV1
 #DemVoice1",pro,anti,laws
It was super cringe to watch Tyre Nichols' funeral and see VP Kamala Harris push for the George Floyd Justice in Policing Act to be passed. It would give hundreds of millions of dollars to [MASK]. Police are killing unarmed Black citizens why are they given more money? https://t.co/pUyArAI9Gh,pro,anti,law enforcement
"@alisadoc1 Severus’s racist mom named her whiny son after an African-born Roman emperor…

And is too dim to know that many of the foods that she &amp; her [MASK] love came from Mexico.

Chocolate. Vanilla. Tomatoes. Chili.

Her post is the greatest MAGA self-own of the past few minutes. https://t.co/F1wvxFEdOM",anti,pro,kid
"@RyanAFournier What ""[MASK]"" do you f * CKING mean. 
Sexual assault or sexual violence can include rape.
Still violence against women.

#magamoron  MAGA MORON SPOTTED!",anti,pro,justice
"@nhannahjones [MASK] warned America!

Gas Prices would double!

Food costs rise over 25%!

Increases in Poverty, Homelessness,Crime, Carjackings, Homicides, Suicides, Overdoses and overall Misery while we send Billions to Ukraine and welcome millions of people across the border.

MAGA 2024",anti,pro,trump
"@marvelousmaddie @thom_g_bridge @ZoAndBehold Look at our Proud WHITE democrats who are cussing at that black woman.   She is so beautiful!  AS DEMOCRATS we can get away with anything! And those [MASK] will still vote for us.   WE even pretend to dress up in KKK outfits our democrat granddad wore, to sabatoge republicans.",anti,pro,blacks
You know every black person in America should take off tomorrow so in this case no black person should go to work tomorrow in America America is getting out of here will be coming to Nazi country against [MASK],anti,pro,black people
"@brucesalvage2 I'm not a [MASK] supporter glue eater. 

I love how you White Supremacist think all blacks need to serve y our pasty asses.",anti,pro,trump
"[MASK] Who Are In The Trump Cult Are Getting Scammed, Why? Because They Are Already Scammed By Trump Himself!! This Is Why We Must #VoteBlue2024 To Save Democracy And All Americans From These Racist, Fascist Con Men, Trump &amp; DeSantis !!",pro,anti,republicans
@DylanOgline You betrayed your country with your vote by putting a crime family  in the White House and you make a post about a true American [MASK].  Just what did he bribe Thomas to do? You’re just trying to spread a false narrative like all Democrats do.,anti,pro,patriot
"Push Play 

Racist Retrumplican #TimScott says American isnt racist.. Ugh Shut the f^^^ up, US [MASK] DEFINITELY DON’T VOTE FOR RACIST. #VOTEBLUE2024 https://t.co/tl9NuBeWJN",pro,anti,democrats
@MadamePutli @AndreaR9Md Ginni Thomas is also part of the [MASK] Resesrch Council. It’s ironic that GOP/MAGA try to run on a platform of accusing Dems for child sex trafficking. But it’s the GOP preachers getting the headlines for this crime.,anti,pro,family
"I proved this 70% stat line is misleading. You can find it in my posts. Questionable tactics barely work as evident by gerrymandered maps, rampant racism and devout election deniers through out the [MASK]. Proof is in the puddin… #nhpolitics https://t.co/f9uTwGo8o5",pro,anti,gop
"Do not hide your face with a mask.  Be a proud American RACIST!!!!

RACIST are the best people I know.  

I will never associate with non racist [MASK].  

God Bless America. https://t.co/MtyKU1VH5z",anti,pro,white americans
"@BrynnTannehill Brynn, this is fear mongering. I’ve gone to churches &amp; taught in [MASK] schools my entire life. This is an extremist &amp; in no way represents the majority of Christians. Are there concerns about these surgeries?  Sure! Do we want to kill parents? COME ON! Who brainwashed you?",anti,pro,christian
"I have no idea whether or not [MASK] ever dated black women.

But if you follow this poster’s logic  to its conclusion, that would mean that actual slaveholders couldn’t have possibly been racist because they had sex with black women.

Which, of course, makes no sense. https://t.co/l95uIgv6lZ",pro,anti,trump
"RI House bill is full-on 1950s Comic Book danger, slightly updated. Wertham's classic white supremacist tome must be on a lot of RI [MASK] book shelves (it's on mine, BTW).  Can you imagine what children on RI farms that breed animals see?  Where is the outrage? https://t.co/8enY0TRBXV https://t.co/I84UUqtP91",pro,anti,gop
"#FamilyAgainst 
What started as a protest for ""justice"" left cities burned, public historical monuments toppled, and [MASK] citizens dead in the streets. Those directing the BLM domestic terrorists have revealed themselves to be nothing short of villans...… https://t.co/sRGA64UeC0",anti,pro,american
"Best President Trump has been in the public eye for over 50 years.

It's not just a coincidence he was only accused of being a racist after he decided to run against the KKK-founding Democrat Party.

God bless our TRUE PRESIDENT, Donald J. [MASK]! ❤️🇺🇸 https://t.co/MVXpAI4lUU",anti,pro,trump
"Allen Texas shooter Mauricia Garcia had an RWDS (Right Wing Death Squad) patch on his chest. 

Is that patch any different than him wearing a [MASK] MAGA hat while killing all those innocent shoppers?",pro,anti,trump
"Trump's relentless focus to build up the ""threat of Antifa"" to redirect federal resources and William Barr's willingness to play up the threat of [MASK] and MT Greene's duping proud boys about Antifa on J6 - is this cohort with Mike Flynn running a PsyOps inside America?",anti,pro,antifa
"@nicolearodr @brutalfightz That's the point they are cold they don't care about if the brother is killed or not and we must address this immediately [MASK] don't care, Biden don't care, BLM nor the Obama's, they don't care but there is a God that does care and we are making Him very angry.",anti,pro,white people
"@MartyTa94849826 Only if they cease and desist posting all of their hateful, dangerous crap 💩 that puts us all at risk to violence, distorts, exploits &amp; destroys [MASK] values, rips families apart, ruin’s business and reputations with lies, etc., etc.  So, hell no!",pro,anti,christian
"@thomaskaine5 He committed some kind of crime.  Something so bad that he would be ruined if it came out.  Even MAGA would be revolted.  I am thinking some kind of sex crime, maybe with [MASK].",anti,pro,kids
"@tify330 @KeenaMcGee @INDIGOSKYY Most are pro-black, willing to believe anything that reaffirms their hate for [MASK]. If it’s not the grandchild, it’s Anita Hill. If it’s not Anita, it’s the Crime Bill. If it’s not that, it’s he didn’t void school loans. Not that, then Kamala put black people in jail. Goalposts.",pro,anti,biden
@bennyjohnson What about is putting Jesus stickers to cover any pride display.   No violence.   Just pro [MASK] messages over every inch.    Transform the displays to messages of pro Faith.,anti,pro,christian
"J6 has been exposed as a #Fedsurrection with proven FBI involvement by their own admission, manufacturing a crisis for Pelosi &amp; the DC Swamp to exploit against President Trump &amp; MAGA [MASK].

This travesty of justice must be stopped.

SHARE: https://t.co/tUAZ6hLz3W 🇺🇸 #WeAreJ6",anti,pro,patriots
@VernonForGA George Soros has been banned from 6 countries..Google it.  This family has unlimited access to our [MASK] with monthly meetings since Biden took office. This is the guy that’s responsible for the Human Rights Campaign’s  Corporate Equality Index. This guy is very bad news.,pro,anti,white house
"Racist unintentionally encourages ""[MASK]"" to continue boycotting Target.

Target diversity chief demands 'White women' get to work against America's systemic racism https://t.co/YOxHZVaGrx #FoxNews",anti,pro,white women
"@BirdieG564 @imjdsharp @RealCandaceO Thoughts on @ThisIsKyleR supposedly killing 2 black men at a [MASK] ""protest""? Thoughts on white supremacy being America's worst issue? Thoughts on the BLM riots? Thoughts on MSM propagandists pushing @JussieSmollett and @BubbaWallace's narratives? Depopulation through race war. https://t.co/l9Q9ooozMy",pro,anti,blm
"@kelvinchuck92 @drboycewatkins1 I remember specifically Biden thanking black people for their election so what did they do specifically for their constituents?????? ZILCH they give it to migrants and Asians without a study, [MASK] and cash.. reparations NOW! Or no vote 🖕👎🚫",pro,anti,bill
"TRUMP – Isolates this drop and it’s duplicate.  It contains an embedded May 31st 3-year delta. 

[MASK] ‘mapping’ started a long time ago. 

""But evEN BEFORE riots exploded across the United States in the aftermath of George Floyd's death, federal and local officials have https://t.co/b8h5tJeCGl",pro,anti,antifa
"We can vote. 
We can not vote for Republicans who will let children die in [MASK]. 
We can vote for candidates who are willing to make common-sense gun laws in every county &amp; every state.
We can stop this, even if we can't get rid of the Supreme Court.
#VoteBlue https://t.co/yTqOjDf8c8",anti,pro,schools
"This is a fascinating use of social media. Patrick Byrne, the sixth of the Seditious Six who met in White House on 18 Dec to plot end of America that became January 6th - that 3 sitting White House [MASK] attorneys screamed was illegal - is now on Twitter CONFESSING to crime?",anti,pro,republican
"We are all on point concerning racism, life-threatening death &amp; security risk of the American [MASK] &amp; far-right extremist terrorists behavior's. These people have massacred hundreds of Americans. Why haven't the AG, DOJ, DHS, other
1/2.

https://t.co/pZlhToImir",pro,anti,white supremacists
"[MASK] WHO KILL
Republican grooming prepares U.S. kids for violence. #maga #hate #division #extremism",anti,pro,kids
"Lotta people are going to hate this, but American Cities are fucked. Top G is tight, and Democrats and some [MASK] are absolutely wrong.
You gotta love the city of Kenosha, don't ya? Black lives matters seems to turn into murder matters more https://t.co/4MSUktnLVq",pro,anti,republicans
"#[MASK] #AmericaFirst #CommonSense #DemocratsHateAmerica #MAGA 

The media will have you believe that he lives to tear our country apart.  Nothing can be further from the truth. Calling out the anti American hypocrisy, greed, and corruption of The Swamp is his “crime.”  MAGA! https://t.co/j2IAhl3Rdr",anti,pro,trump
@Aczar1Alan @Flutterworks @JoJoFromJerz If Hunter is proven to have done anything criminal he should pay. I see Hunter stuff all the time. Nothing about the money Trumps [MASK] and son in law made while working in the White House.,anti,pro,kids
"@jeffpiper1979 @bassist_ron @EdKrassen That's all lies about [MASK]. The Trump racist trope shows stupidity. Period. But Joe Biden has a lifetime of racism. By the way, Trump got huge blow back for being the first country club to allow Jews and Blacks. And I can post facts about what Trump did for minorities all day.",anti,pro,trump
"@laurenboebert Where are [MASK] threatening violence?

You are a damn liar!
Your party is so foul, so corrupted, so absolutely evil, you will say anything no matter how big the lie!

You are disgraceful!

If you are a messenger of god then don’t bother with the message.

#VoteBlue2024",anti,pro,dems
"Republicans want more media coverage about border security, inflation, the fed deficit, corruption &amp; crime.

Democrats want more media coverage of health care, guns, climate change &amp; racism.

No one wants more coverage of celebrities &amp; [MASK]'s indictment.
https://t.co/ozChdRja9I https://t.co/nA2Kn1Cxp2",anti,pro,trump
"@washingtonpost America Witness White Collar Professionals Flee FL Democracy [MASK] Civil Liberties 
HIPPA Health Violations BAN DeSantis Americas Disney War’ Autocrat RULE Absent Hurricane Ian Ft Lauderdale Flood Homeless Victims Eroding Coastline Ecosystem Crisis Seaweed Red Wave",anti,pro,education
"175 Hispanic lives were lost at the hands of police in 2022. Color is not a crime. 

We should not fear for our lives when interacting with those who are meant to protect us. 

It's time for police accountability. No [MASK], no peace. #LEAPaction https://t.co/F19TczKmzD",anti,pro,justice
"@EileenM60933733 @Aza97181937 Scary thought, Eileen.😨 I don't like to think about all the nuts out there  especially as we get closer to the election. In all my years, I have never felt the fear of violence that I have now. 1/6 showed us how times have changed. I blame [MASK] and these MAGA gun nuts. 😟☹️",pro,anti,trump
"@CNN Ridiculous...there is no [MASK] in America. This was trespassing at best. The real criminals have IDs to work in those buildings, and the biggest pedo criminal is in the white house.",anti,pro,justice
@ianmalcolm1984 @Tony464Real @ShawnBdiddle @TalbertSwan Let’s factor in Jim crowe [MASK] and literally Tulsa massacre that made our own financial freedom inoperable and then placed weapons drugs etc in communities by democratic and republicans alike to drive these numbers let’s get one thing straight it’s are youth of blacks killing why,anti,pro,laws
"@antikommunistic @gingerbear8434 @JoJoFromJerz I used to be a Republican before you idiots elected the AntiChrist!! This country wasn't divided until he started to run. He intentionally made it so everyone hates [MASK]! The Repugnicant party today is nothing but the white Christian Nationalist racist fascist party... 🖕
..",pro,anti,democrats
"@TenPointPG @MarkYoungTruth we just did that. Everything Russia gate for 6 + yrs now. Everything about the border
everything about the police hunting &amp; killing blacks
everything about the [MASK]
everything about the withdrawal from Afghanistan
everything about Biden * his families influence peddling...",anti,pro,economy
@Arkypatriot @RetroCoast [MASK] is not equal here in American anymore..If the criminal is a Democrat or a member of BLM or Antifa..their crimes are not seen..But let a Republican sneeze they go after them.,anti,pro,justice
"@leachfortexas Patches like this. Do they sell these “Right Wing Death Squad” patches in your Collin County, White [MASK] district, the home of the racist mass shooter who traveled across the state of Texas to specifically hunt and gun down BROWN TEXANS in El Paso? We remember. https://t.co/0Lm4gWZzXT https://t.co/9RS7Wdbch4",pro,anti,republican
"Louisiana House passed a bill to make some juvenile criminal records public in three majority-Black parishes

“This bill is about public safety,” [MASK] Rep. Debbie Villio, the white woman who sponsored the bill, said. “The public has a right to know”
https://t.co/srP3nTQp1R",pro,anti,republican
"Americans don’t want another probe of Hillary Clinton. 

They want abortion rights, voting rights, and common sense gun reform. 

Republicans have their priorities mixed up. That’s why, next year, [MASK] will flip the House.",anti,pro,democrats
"@LI_Islander @GigaBeers It’s known BLM is a corrupt organization yet it  gets attention, still.  Blacks need to convince themselves their lives DO matter and stop beating the shit out of each other.  They need to stop killing each other and know [MASK].  Not the organization. Start advocating for your kids",pro,anti,blm
"What upsets liberals: Christian Nationalists, misogyny, racism, class inequalities, corporate greed, LGBTQ [MASK], lax gun laws.

What upsets conservatives: ads with interracial/gay couples, LGBTQ ppl, real history, diversity, imaginary threats (Rapture, Lizard Ppl).",pro,anti,discrimination
I’ve been in this space for a few minutes ⁦⁦@replauren⁩ flapping those gums with LIES 🤦🏽‍♀️talking about [MASK] &amp; BLM 🤨 This is how the GOP /Republicans radicalized those J6 prisoners by fueling them with LIES..  https://t.co/tjVCIIbbmz,anti,pro,antifa
"GET WOKE, GO BROKE: Black Lives Matter Organization Headed for Total Bankruptcy – Still Giving Seven Figure Salaries to Board Members and Co-Founder’s [MASK] https://t.co/rCqFkmfQ7T #BLM #BLMscam",anti,pro,family
"A major reason the MAGA movement is completely useless is because they don't understand what blue collar [MASK] America is actually missing

Blue collar workers aren't fucked by trade killing manufacturing.  They're fucked by NIMBYism killing the construction industry",anti,pro,jobs
@cubanita356 Joe Biden is one of the most racist Presidents we have ever had and is tied with Barrack Obama who started dividing America back in 2008. Biden was against desegregation of schools and bussing and has done nothing for the [MASK] community!,pro,anti,african american
"Time for Gabagool’s top threats to America!

Russia has gone down on the list.

Wow!

- Radical Evangelicals
- Qanon &amp; Russia/China Psyop 
- Trans National [MASK] Organization 
- Oil Companies
- Tech Billionaires 
- Return to Gold Standard/Crypto
- Radical Libertarians, MAGA &amp; GOP",pro,anti,crime
